City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
337,Abu Dhabi,24.4667,54.3667,82.42,44,0,4.61,AE,2022-11-08 23:07:35
338,Todos Santos,23.45,-110.2167,82.04,68,6,8.81,MX,2022-11-08 23:09:35
339,Inhambane,-23.865,35.3833,78.57,85,74,11.97,MZ,2022-11-08 23:09:36
340,Porto Novo,6.4965,2.6036,80.47,80,90,7.85,BJ,2022-11-08 23:07:04
341,Nowy Sacz,49.6218,20.6971,43.61,91,41,6.17,PL,2022-11-08 23:09:36
342,Burns Lake,54.2331,-125.7533,11.71,52,27,2.44,CA,2022-11-08 23:09:36
343,Loubomo,-4.1997,12.6739,72.01,96,100,3.18,CG,2022-11-08 23:09:37
344,Huinan,42.6225,126.2614,35.91,71,0,6.17,CN,2022-11-08 23:09:37
345,Mattru,7.6244,-11.8332,74.35,95,87,2.53,SL,2022-11-08 23:05:30
346,Saint-Louis,16.3333,-15.0,87.01,16,100,7.45,SN,2022-11-08 23:09:37
347,Matam,15.6175,-13.3303,89.26,15,99,6.04,SN,2022-11-08 23:09:38
348,Progreso,21.2833,-89.6667,82.11,65,12,12.71,MX,2022-11-08 23:09:38
349,Calape,9.8922,123.8748,80.58,84,89,6.29,PH,2022-11-08 23:09:38
350,Mantua,45.1667,10.7833,52.41,87,84,1.72,IT,2022-11-08 23:09:39
351,Kupang,-10.1667,123.5833,80.2,83,100,6.31,ID,2022-11-08 23:09:39
352,Tara,56.8944,74.371,21.22,94,100,6.96,RU,2022-11-08 23:09:39
353,Russell,32.3502,-85.1999,78.4,47,0,4.61,US,2022-11-08 23:09:40
354,Los Llanos De Aridane,28.6585,-17.9182,67.75,76,100,7.0,ES,2022-11-08 23:09:40
355,Sitka,57.0531,-135.33,39.09,41,75,0.0,US,2022-11-08 23:09:40
356,Volnovakha,47.601,37.4967,37.53,89,96,5.97,UA,2022-11-08 23:09:41
357,Khorol,49.7837,33.2783,39.61,86,16,2.64,UA,2022-11-08 23:09:41
358,Inuvik,68.3499,-133.7218,18.91,91,100,4.38,CA,2022-11-08 23:09:41
359,Bathsheba,13.2167,-59.5167,83.01,78,40,20.71,BB,2022-11-08 23:09:42
360,Dicamay,16.7561,122.0037,73.71,93,62,0.54,PH,2022-11-08 23:09:42
361,Meulaboh,4.1363,96.1285,74.82,89,100,2.82,ID,2022-11-08 23:09:42
362,Iquitos,-3.7481,-73.2472,86.04,62,40,2.3,PE,2022-11-08 23:09:43
363,Dawson Creek,55.7666,-120.2362,4.82,84,18,5.57,CA,2022-11-08 23:10:43
364,Bumba,2.1833,22.4667,71.02,96,98,2.89,CD,2022-11-08 23:10:43
365,Beckley,37.7782,-81.1882,57.61,28,0,4.61,US,2022-11-08 23:07:23
366,Udachnyy,66.4167,112.4,4.66,98,99,4.16,RU,2022-11-08 23:10:44
367,Lakatoro,-16.0999,167.4164,84.0,71,14,6.78,VU,2022-11-08 23:10:44
368,Sinnamary,5.3833,-52.95,76.98,89,91,8.28,GF,2022-11-08 23:10:44
369,Marjamaa,58.9039,24.4306,46.6,99,100,7.02,EE,2022-11-08 23:10:45
370,Abrau-Dyurso,44.69,37.59,38.66,66,62,2.91,RU,2022-11-08 23:10:45
371,Havelock,34.8791,-76.9013,60.75,72,100,23.02,US,2022-11-08 23:10:45
372,Arlit,18.7369,7.3853,72.5,18,0,7.47,NE,2022-11-08 23:10:46
373,Makakilo City,21.3469,-158.0858,83.44,58,100,14.97,US,2022-11-08 23:10:46
374,Eyl,7.9803,49.8164,77.49,76,5,5.91,SO,2022-11-08 23:10:46
375,Langxiang,46.95,128.8833,29.64,81,67,4.34,CN,2022-11-08 23:10:47
376,Velizh,55.6056,31.1967,46.22,95,97,7.83,RU,2022-11-08 23:10:47
377,Sorland,67.667,12.6934,40.86,57,0,21.25,NO,2022-11-08 23:09:22
378,Ust-Kuyga,70.0167,135.6,-1.8,98,100,6.15,RU,2022-11-08 23:10:48
379,Yar-Sale,66.8333,70.8333,12.15,95,100,6.96,RU,2022-11-08 23:10:48
380,Jacqueville,5.2052,-4.4146,80.11,82,28,11.07,CI,2022-11-08 23:10:48
381,Alofi,-19.0595,-169.9187,80.49,65,75,16.11,NU,2022-11-08 23:10:49
382,Iqaluit,63.7506,-68.5145,16.7,85,100,4.0,CA,2022-11-08 23:10:49
383,Albion,42.2431,-84.753,49.86,60,0,5.75,US,2022-11-08 23:10:49
384,Kjollefjord,70.9457,27.3465,37.45,100,20,2.3,NO,2022-11-08 23:10:50
385,Berlevag,70.8578,29.0864,35.55,87,100,4.61,NO,2022-11-08 23:10:50
386,Alta,69.9689,23.2717,29.46,87,100,2.3,NO,2022-11-08 23:10:50
387,Gornopravdinsk,60.05,69.9,26.53,97,98,6.26,RU,2022-11-08 23:10:51
388,Gerash,27.6652,54.1371,65.14,66,51,0.51,IR,2022-11-08 23:10:51
389,Aranda De Duero,41.6704,-3.6892,53.94,79,100,5.5,ES,2022-11-08 23:10:51
390,Semnan,35.5729,53.3971,46.04,54,99,1.14,IR,2022-11-08 23:10:52
391,Pittsburg,38.028,-121.8847,56.32,73,40,13.8,US,2022-11-08 23:08:20
392,Kutum,14.2,24.6667,65.75,24,2,6.55,SD,2022-11-08 23:10:52
393,Ponferrada,42.5466,-6.5962,52.63,98,76,3.42,ES,2022-11-08 23:10:52
394,Bunda,-2.05,33.8667,69.24,77,88,4.61,TZ,2022-11-08 23:10:53
395,Zarand,30.8127,56.564,54.72,42,52,2.39,IR,2022-11-08 23:10:53
396,Ayer Molek,2.2033,102.3171,77.32,99,100,3.33,MY,2022-11-08 23:10:53
397,Hanover,52.3705,9.7332,60.87,70,0,10.36,DE,2022-11-08 23:09:59
398,Dakar,14.6937,-17.4441,79.68,69,100,13.67,SN,2022-11-08 23:10:54
399,Bennettsville,34.6174,-79.6848,63.95,39,0,0.0,US,2022-11-08 23:10:54
400,Otjimbingwe,-22.35,16.1333,69.71,53,0,5.59,NA,2022-11-08 23:10:54
401,Vila Franca Do Campo,37.7167,-25.4333,64.81,83,23,6.46,PT,2022-11-08 23:10:55
402,Asekeyevo,53.5742,52.7972,33.04,93,100,8.81,RU,2022-11-08 23:10:55
403,Ambilobe,-13.2,49.05,72.1,73,99,5.1,MG,2022-11-08 23:10:55
404,Anchorage,61.2181,-149.9003,36.28,85,100,4.61,US,2022-11-08 23:06:30
405,Kirakira,-10.4544,161.9205,84.7,72,80,6.91,SB,2022-11-08 23:10:56
406,Gravdal,68.1214,13.5031,39.58,64,0,12.5,NO,2022-11-08 23:10:56
407,Scalea,39.813,15.7956,61.43,72,27,1.77,IT,2022-11-08 23:10:56
408,Teknaf,20.8624,92.3058,70.56,86,10,7.07,BD,2022-11-08 23:10:57
409,Lata,40.1629,-8.3327,58.08,94,100,3.15,PT,2022-11-08 23:10:57
410,Cukai,4.25,103.4167,78.01,92,93,5.14,MY,2022-11-08 23:11:57
411,Jagdalpur,19.0667,82.0333,59.11,78,6,2.42,IN,2022-11-08 23:07:01
412,Chernyshevskiy,63.0128,112.4714,14.76,92,100,9.55,RU,2022-11-08 23:11:58
413,Naze,28.3667,129.4833,70.32,71,98,14.79,JP,2022-11-08 23:11:58
414,Seymchan,62.8833,152.4333,-1.3,98,100,4.47,RU,2022-11-08 23:10:13
415,Moramanga,-18.9333,48.2,57.11,95,44,0.31,MG,2022-11-08 23:11:58
416,Singaraja,-8.112,115.0882,80.73,78,89,2.57,ID,2022-11-08 23:11:59
417,Camacha,33.0833,-16.3333,67.42,88,40,8.05,PT,2022-11-08 23:11:59
418,Ilawe,7.8667,4.4333,72.86,88,42,3.87,NG,2022-11-08 23:11:59
419,Kurilsk,45.2333,147.8833,43.38,61,90,11.54,RU,2022-11-08 23:12:00
420,Rio Grande,-32.035,-52.0986,62.71,75,1,12.62,BR,2022-11-08 23:12:00
421,Benxi,41.2886,123.765,43.12,89,24,6.46,CN,2022-11-08 23:12:00
422,Kalashnikovo,57.2824,35.2262,44.04,92,100,9.1,RU,2022-11-08 23:12:01
423,Salta,-24.7859,-65.4117,71.15,41,38,5.35,AR,2022-11-08 23:10:32
424,Saint-Denis,48.9167,2.3333,57.97,83,40,16.11,FR,2022-11-08 23:12:01
425,Price,39.5994,-110.8107,55.11,32,100,20.71,US,2022-11-08 23:12:01
426,Orkney,-26.9802,26.6727,61.0,78,12,0.98,ZA,2022-11-08 23:12:02
427,Lagunas,-5.2269,-75.6753,87.3,45,87,1.63,PE,2022-11-08 23:12:02
428,Acajutla,13.5928,-89.8275,81.03,78,34,2.75,SV,2022-11-08 23:12:03
429,Cuyo,10.8525,121.0086,83.39,80,91,19.44,PH,2022-11-08 23:12:03
430,Iskateley,67.6803,53.1512,31.69,99,100,4.05,RU,2022-11-08 23:12:03
431,Koungou,-12.7336,45.2042,78.51,78,75,12.66,YT,2022-11-08 23:12:04
432,Goundam,16.4145,-3.6708,79.66,12,60,7.7,ML,2022-11-08 23:12:04
433,Sioux Lookout,50.1001,-91.917,36.0,70,100,13.29,CA,2022-11-08 23:09:13
434,Traverse City,44.7631,-85.6206,46.6,65,75,5.75,US,2022-11-08 23:10:01
435,Kenai,60.5544,-151.2583,33.89,86,100,13.8,US,2022-11-08 23:12:04
436,North Bend,43.4065,-124.2243,49.24,81,75,11.5,US,2022-11-08 23:12:05
437,Atasu,48.6814,71.6433,25.09,76,46,8.21,KZ,2022-11-08 23:12:05
438,Samarai,-10.6167,150.6667,81.21,79,94,9.48,PG,2022-11-08 23:12:05
439,Gumla,23.05,84.55,61.81,73,2,2.93,IN,2022-11-08 23:12:06
440,Umea,63.8284,20.2597,22.93,88,75,3.44,SE,2022-11-08 23:12:07
441,Kahului,20.8947,-156.47,87.82,59,20,20.71,US,2022-11-08 23:12:08
442,Alice Springs,-23.7,133.8833,81.95,32,75,19.57,AU,2022-11-08 23:08:59
443,Valparaiso,-33.0393,-71.6273,61.0,95,100,4.61,CL,2022-11-08 23:10:12
444,Pataias,39.6698,-8.9958,59.07,95,100,5.14,PT,2022-11-08 23:12:08
445,Tursunzoda,38.5144,68.2333,36.5,69,14,4.5,TJ,2022-11-08 23:12:09
446,Kamsack,51.5667,-101.9009,24.71,98,99,4.83,CA,2022-11-08 23:12:09
447,Lamu,-2.2717,40.902,75.42,87,1,10.27,KE,2022-11-08 23:12:09
448,Jojoima,7.8792,-10.7878,73.27,94,95,2.39,SL,2022-11-08 23:12:10
449,Severo-Kurilsk,50.6789,156.125,36.18,61,90,12.77,RU,2022-11-08 23:12:10
450,San Andres,12.5847,-81.7006,82.58,73,16,11.41,CO,2022-11-08 23:12:10
451,Bilaspur,22.0833,82.15,63.7,66,1,4.59,IN,2022-11-08 23:12:11
452,Vung Tau,10.346,107.0843,77.05,82,100,7.67,VN,2022-11-08 23:12:11
453,Itarema,-2.9248,-39.9167,78.49,76,48,13.09,BR,2022-11-08 23:12:11
454,Zunyi,27.6867,106.9072,60.06,73,49,2.8,CN,2022-11-08 23:12:12
455,Mecca,21.4267,39.8261,75.7,64,0,3.98,SA,2022-11-08 23:07:39
456,Cedral,23.8,-100.7333,74.14,35,9,9.57,MX,2022-11-08 23:13:12
457,Muisne,0.6,-80.0333,74.16,80,94,9.13,EC,2022-11-08 23:13:13
458,Starogard Gdanski,53.964,18.5264,52.27,85,100,10.45,PL,2022-11-08 23:13:13
459,Rafaela,-31.2503,-61.4867,74.98,27,78,1.99,AR,2022-11-08 23:13:13
460,Thunder Bay,48.4001,-89.3168,38.66,73,99,14.0,CA,2022-11-08 23:09:41
461,Okhotsk,59.3833,143.3,1.27,72,3,17.36,RU,2022-11-08 23:13:14
462,Pokhara,28.2333,83.9833,59.88,45,49,4.65,NP,2022-11-08 23:13:14
463,Ous,60.9058,61.5186,26.04,93,100,4.27,RU,2022-11-08 23:13:14
464,Gerardmer,48.0735,6.8779,46.24,95,100,8.28,FR,2022-11-08 23:13:15
465,Sayyan,15.1718,44.3244,53.2,40,0,1.88,YE,2022-11-08 23:13:15
466,Peabiru,-23.9128,-52.3431,65.86,63,68,4.03,BR,2022-11-08 23:13:16
467,Dalbandin,28.8947,64.4101,64.22,46,59,4.59,PK,2022-11-08 23:13:16
468,Bam,29.106,58.357,58.77,34,61,1.28,IR,2022-11-08 23:13:16
469,Jalu,29.0331,21.5482,67.06,61,40,5.64,LY,2022-11-08 23:11:30
470,Gezing,47.9178,13.1299,44.35,95,85,11.5,AT,2022-11-08 23:13:17
471,Bucerias,20.75,-105.3333,82.98,69,40,10.36,MX,2022-11-08 23:13:17
472,Bilibino,68.0546,166.4372,-8.64,90,50,3.36,RU,2022-11-08 23:13:17
473,Primorsk,46.7348,36.3443,42.3,83,79,9.08,UA,2022-11-08 23:13:18
474,Murray Bridge,-35.1167,139.2667,81.12,38,62,18.1,AU,2022-11-08 23:10:29
475,Kharp,66.8014,65.8081,17.53,97,100,3.09,RU,2022-11-08 23:13:18
476,Balkanabat,39.5108,54.3671,45.21,44,5,8.84,TM,2022-11-08 23:09:13
477,Guerrero Negro,27.9769,-114.0611,70.74,57,26,13.67,MX,2022-11-08 23:13:19
478,Log,49.4844,43.8613,32.97,85,27,5.68,RU,2022-11-08 23:13:19
479,Nuuk,64.1835,-51.7216,20.01,58,20,33.38,GL,2022-11-08 23:13:19
480,Milin,49.6319,14.046,43.9,100,99,4.25,CZ,2022-11-08 23:13:20
481,Henties Bay,-22.116,14.2845,60.28,90,23,6.11,NA,2022-11-08 23:13:20
482,Zhengjiatun,43.5064,123.5064,40.96,76,0,12.21,CN,2022-11-08 23:13:20
483,Szubin,53.0097,17.74,49.19,93,0,8.05,PL,2022-11-08 23:13:20
484,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,77.88,79,74,2.48,BR,2022-11-08 23:13:21
485,Luanda,-8.8368,13.2343,78.8,78,40,10.36,AO,2022-11-08 23:13:21
486,Tateyama,34.9833,139.8667,60.1,58,60,11.39,JP,2022-11-08 23:13:22
487,Seoul,37.5683,126.9778,44.04,100,20,1.14,KR,2022-11-08 23:10:08
488,Barra Patuca,15.8,-84.2833,77.43,84,12,8.5,HN,2022-11-08 23:13:22
489,Xai-Xai,-25.0519,33.6442,78.31,68,71,10.31,MZ,2022-11-08 23:08:59
490,Prince Rupert,54.3161,-130.3201,27.59,37,99,3.71,CA,2022-11-08 23:11:19
491,Farmington,36.7281,-108.2187,68.68,16,0,12.66,US,2022-11-08 23:13:23
492,Lagoa,39.05,-27.9833,65.75,76,67,18.28,PT,2022-11-08 23:13:23
493,Ngunguru,-35.6167,174.5,64.81,78,33,10.74,NZ,2022-11-08 23:13:23
494,Harper,4.375,-7.7169,78.3,85,33,8.46,LR,2022-11-08 23:13:24
495,Boa Vista,2.8197,-60.6733,78.78,89,40,6.91,BR,2022-11-08 23:13:24
496,Sanmenxia,34.7747,111.1814,52.88,84,99,6.8,CN,2022-11-08 23:13:24
497,Kampot,10.6167,104.1833,77.05,85,100,3.98,KH,2022-11-08 23:13:25
498,Siaya,0.0612,34.2882,64.83,82,100,4.21,KE,2022-11-08 23:13:25
499,Talaya,61.3833,152.75,-0.06,98,100,3.85,RU,2022-11-08 23:13:25
500,Carutapera,-1.195,-46.02,76.44,84,98,5.55,BR,2022-11-08 23:13:26
501,Bandar-E Anzali,37.4727,49.4622,54.07,79,13,2.28,IR,2022-11-08 23:13:26
502,Vao,-22.6667,167.4833,75.0,82,5,9.44,NC,2022-11-08 23:13:26
503,Tessalit,20.1986,1.0114,72.66,15,0,10.2,ML,2022-11-08 23:13:27
504,Baruun-Urt,46.6806,113.2792,27.82,64,98,5.86,MN,2022-11-08 23:13:27
505,Ouallam,14.3188,2.0866,80.02,14,41,8.63,NE,2022-11-08 23:14:27
506,Maumere,-8.6199,122.2111,80.8,80,98,7.99,ID,2022-11-08 23:14:28
507,Shenzhen,22.5455,114.0683,73.98,97,97,2.82,CN,2022-11-08 23:13:34
508,Grindavik,63.8424,-22.4338,39.67,93,100,17.27,IS,2022-11-08 23:10:21
509,Foumban,5.7291,10.9001,63.9,68,78,3.36,CM,2022-11-08 23:14:28
510,Labuhan,-6.8844,112.2051,78.89,82,61,5.32,ID,2022-11-08 23:10:20
511,Nemuro,43.3236,145.575,45.07,69,34,9.82,JP,2022-11-08 23:14:28
512,Dagana,16.5165,-15.5068,82.45,32,100,9.73,MR,2022-11-08 23:14:29
513,Muhos,64.808,25.9931,26.38,91,53,3.83,FI,2022-11-08 23:14:29
514,Uige,-7.6087,15.0613,65.61,98,51,2.19,AO,2022-11-08 23:14:29
515,Constitucion,-35.3333,-72.4167,56.39,88,100,5.61,CL,2022-11-08 23:11:15
516,Daru,-9.0763,143.2092,82.42,81,97,10.18,PG,2022-11-08 23:14:30
517,Batagay-Alyta,67.8006,130.4114,-3.44,99,100,1.07,RU,2022-11-08 23:14:30
518,Cap-Aux-Meules,47.3821,-61.8597,43.3,70,47,41.41,CA,2022-11-08 23:11:36
519,Paita,-5.0892,-81.1144,64.49,85,30,14.76,PE,2022-11-08 23:14:31
520,Poum,-20.2333,164.0167,77.0,82,58,23.91,NC,2022-11-08 23:14:31
521,Nouadhibou,20.931,-17.0347,70.56,77,82,13.42,MR,2022-11-08 23:14:31
522,Chabahar,25.2919,60.643,79.39,77,32,6.46,IR,2022-11-08 23:14:32
523,Srednekolymsk,67.45,153.6833,-17.12,100,96,7.07,RU,2022-11-08 23:14:32
524,Druten,51.8833,5.6,58.05,81,95,5.99,NL,2022-11-08 23:14:33
525,Chicama,-7.8447,-79.1469,61.34,75,49,7.99,PE,2022-11-08 23:14:33
526,La Ronge,55.1001,-105.2842,13.82,91,100,6.73,CA,2022-11-08 23:13:37
527,Krasnoyarskaya,47.6501,42.0443,40.21,87,8,7.52,RU,2022-11-08 23:14:34
528,Alyangula,-13.8483,136.4192,84.76,68,77,7.85,AU,2022-11-08 23:14:34
529,Lazaro Cardenas,17.9583,-102.2,81.75,77,33,9.1,MX,2022-11-08 23:14:34
530,Bar Harbor,44.3876,-68.2039,44.02,50,0,15.99,US,2022-11-08 23:14:34
531,Aykhal,66.0,111.5,-3.08,100,89,6.58,RU,2022-11-08 23:14:35
532,Beaupre,47.0443,-70.8953,41.27,54,3,7.52,CA,2022-11-08 23:14:35
533,Gueugnon,46.6036,4.0629,57.15,97,100,7.85,FR,2022-11-08 23:14:35
534,Vestmannaeyjar,63.4427,-20.2734,44.26,73,100,7.43,IS,2022-11-08 23:14:36
535,Balakhta,55.38,91.6,16.74,95,57,1.12,RU,2022-11-08 23:14:36
536,Wilson,36.1501,-86.2833,71.15,42,0,3.44,US,2022-11-08 23:14:36
537,Severo-Yeniseyskiy,60.3725,93.0408,15.04,94,100,6.78,RU,2022-11-08 23:14:37
